"clean","intermediate","amalgamated","included in"
"Corydalis","Corydalis","Papaveraceae","CMPD, EMBSeCBIO, EMPDv2, SMPDSv1, tatiana_pollen"
"Corydalis bracteata","Corydalis","Papaveraceae","EMPDv2, SMPDSv1"
"Corydalis solida type","Corydalis","Papaveraceae","SMPDSv1"
"Corydalis type","Corydalis","Papaveraceae","EMPDv2, SMPDSv1"
"Corylopsis","Corylopsis","Corylopsis","CMPD, EMPDv2, SMPDSv1"
"Corylus","Corylus","Corylus","additional_european_pollen, CMPD, dugerdil_pollen, EMBSeCBIO, EMPDv2, gaillard_pollen, Herzschuh, IbMPD, japanese_pollen, neotoma_north_america_pollen, neotoma_extra, SMPDSv1, tatiana_pollen"
"Corylus americana","Corylus americana","Corylus","neotoma_north_america_pollen"
"Corylus avellana","Corylus avellana","Corylus","EMBSeCBIO, EMPDv2, IbMPD, neotoma_south_america_pollen, neotoma_extra, SMPDSv1"
"Corylus avellana type","Corylus avellana","Corylus","EMPDv2, SMPDSv1"
"Corylus cornuta","Corylus cornuta","Corylus","neotoma_north_america_pollen"
"Corylus maxima","Corylus maxima","Corylus","EMPDv2, IbMPD, SMPDSv1"
"Corylus type","Corylus","Corylus","EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Corymbia","Corymbia","Corymbia","australia_pollen"
"Corymbia calophylla","Corymbia calophylla","Corymbia","australia_pollen"
"Corymbia calophylla type","Corymbia calophylla","Corymbia","australia_pollen"
"Corymbia dichromophloia","Corymbia dichromophloia","Corymbia","australia_pollen"
"Corymbia dichromophloia/Eucalyptus leptophleba/Eucalyptus miniata type","Corymbia/Eucalyptus","Corymbia/Eucalyptus","australia_pollen"
"Corymbia ficifolia type","Corymbia ficifolia","Corymbia","australia_pollen"
"Corymbia intermedia","Corymbia intermedia","Corymbia","australia_pollen"
"Corymbia nesophila","Corymbia nesophila","Corymbia","australia_pollen"
"Corymbia nesophila type","Corymbia nesophila","Corymbia","australia_pollen"
"Corymbia ptychocarpa","Corymbia ptychocarpa","Corymbia","australia_pollen"
"Corymbia terminalis","Corymbia terminalis","Corymbia","australia_pollen"
"Corymbia type","Corymbia","Corymbia","australia_pollen"
"Corynanthe","Corynanthe","Corynanthe","Phelps"
"Corynanthe macroceras type","Corynanthe macroceras","Corynanthe","APD, Phelps"
"Corynanthe type","Corynanthe","Corynanthe","AMSS"
"Cosmibuena","Cosmibuena","Cosmibuena","neotropics_pollen"
"Costus","Costus","Costaceae","neotoma_south_america_pollen"
"Cotinus","Cotinus","Cotinus","CMPD, EMBSeCBIO, EMPDv2, Herzschuh, SMPDSv1"
"Cotinus coggygria","Cotinus coggygria","Cotinus","EMPDv2, SMPDSv1"
"Cotinus type","Cotinus","Cotinus","EMPDv2, SMPDSv1"
"Cotoneaster","Cotoneaster","Cotoneaster","CMPD, EMBSeCBIO, EMPDv2, gaillard_pollen, SMPDSv1"
"Cotoneaster type","Cotoneaster","Cotoneaster","EMPDv2, SMPDSv1"
"Cotula","Cotula","Asteroideae","australia_pollen"
"Cotula type","Cotula","Asteroideae","australia_pollen"
"Couepia","Couepia","Couepia","neotoma_south_america_pollen"
"Coula edulis","Coula edulis","Coula","APD, Phelps"
"Couratari","Couratari","Couratari","neotoma_south_america_pollen"
"Cousinia","Cousinia","Carduoideae","EMBSeCBIO, EMPDv2, SMPDSv1"
"Cousinia type","Cousinia","Carduoideae","EMPDv2, SMPDSv1"
"Coussapoa","Coussapoa","Coussapoa","neotoma_south_america_pollen"
"Coussarea","Coussarea","Coussarea","neotoma_south_america_pollen"
"Coutarea","Coutarea","Coutarea","neotoma_south_america_pollen"
"Coutoubea type","Coutoubea","Coutoubea","neotoma_south_america_pollen"
"Crambe","Crambe","Brassicaceae","EMBSeCBIO"
"Crassula","Crassula","Crassulaceae","APD, EMPDv2, neotoma_north_america_pollen, neotoma_south_america_pollen, Phelps, SMPDSv1"
"Crassula type","Crassula","Crassulaceae","australia_pollen, southern_hemisphere_pollen"
"Crassulaceae","Crassulaceae","Crassulaceae","APD, CMPD, EMBSeCBIO, EMPDv2, Herzschuh, IbMPD, neotoma_north_america_pollen, Phelps, SMPDSv1"
"Crataegus","Crataegus","Crataegus","CMPD, EMBSeCBIO, EMPDv2, gaillard_pollen, IbMPD, neotoma_extra, SMPDSv1, tatiana_pollen"
"Crataegus douglasii","Crataegus douglasii","Crataegus","neotoma_north_america_pollen"
"Crataegus monogyna","Crataegus monogyna","Crataegus","SMPDSv1"
"Crataegus monogyna type","Crataegus monogyna","Crataegus","IbMPD"
"Crataegus type","Crataegus","Crataegus","EMBSeCBIO, EMPDv2, IbMPD, neotoma_north_america_pollen, SMPDSv1"
"Craterispermum","Craterispermum","Craterispermum","Phelps"
"Crateva adansonii","Crateva adansonii","Crateva","APD, SMPDSv1"
"Cratoxylum","Cratoxylum","Cratoxylum","CMPD, SMPDSv1"
"Crenea type","Crenea","Lythraceae","neotoma_south_america_pollen"
"Crepis","Crepis","Cichorioideae","EMPDv2, SMPDSv1"
"Crepis aurea","Crepis","Cichorioideae","EMPDv2, SMPDSv1"
"Crepis type","Crepis","Cichorioideae","EMPDv2, SMPDSv1"
"Crescentia","Crescentia","Crescentia","neotropics_pollen"
"Cressa","Cressa","Convolvulaceae","neotoma_south_america_pollen"
"Crocus","Crocus","Iridaceae","EMPDv2, SMPDSv1"
"Crossopetalum","Crossopetalum","Crossopetalum","neotoma_north_america_pollen"
"Crossopterix febrifuga","Crossopterix febrifuga","Crossopteryx","Phelps"
"Crossopteryx","Crossopteryx","Crossopteryx","Phelps"
"Crossopteryx febrifuga","Crossopteryx","Crossopteryx","APD"
"Crossopteryx type","Crossopteryx","Crossopteryx","Phelps"
"Crotalaria","Crotalaria","Crotalaria","APD, australia_pollen, neotoma_north_america_pollen, neotoma_south_america_pollen, neotropics_pollen, Phelps"
"Crotalaria incana","Crotalaria","Crotalaria","australia_pollen"
"Crotalaria type","Crotalaria","Crotalaria","neotoma_north_america_pollen, neotoma_south_america_pollen, Phelps"
"Croton","Croton","Croton","AMSS, australia_pollen, CMPD, IbMPD, neotoma_north_america_pollen, neotoma_south_america_pollen, neotropics_pollen, Phelps, SMPDSv1"
"Croton coriaceus","Croton coriaceus","Croton","neotoma_south_america_pollen"
"Croton type","Croton","Croton","AMSS, APD, neotoma_south_america_pollen, Phelps, SMPDSv1"
"Crudia","Crudia","Crudia","Phelps"
"Crudia amazonica","Crudia amazonica","Crudia","neotoma_south_america_pollen"
"Crudia type","Crudia","Crudia","AMSS, APD"
"Cryosophila","Cryosophila","Arecaceae","neotoma_south_america_pollen"
"Crypteronia","Crypteronia","Crypteronia","CMPD, SMPDSv1"
"Cryptocarpus","Cryptocarpus","Cryptocarpus","neotoma_south_america_pollen, neotropics_pollen"
"Cryptogramma","Cryptogramma","Polypodiales","EMBSeCBIO, EMPDv2, IbMPD, neotoma_north_america_pollen, neotoma_south_america_pollen, SMPDSv1"
"Cryptogramma acrostichoides/Cryptogramma stelleri","Cryptogramma","Polypodiales","neotoma_north_america_pollen"
"Cryptogramma crispa","Cryptogramma","Polypodiales","EMBSeCBIO, EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Cryptogramma crispa type","Cryptogramma","Polypodiales","EMPDv2, IbMPD, SMPDSv1"
"Cryptomeria","Cryptomeria","Cryptomeria","CMPD, EMPDv2, japanese_pollen, SMPDSv1"
"Cryptomeria japonica","Cryptomeria japonica","Cryptomeria","EMPDv2, SMPDSv1"
"Cryptomeria type","Cryptomeria","Cryptomeria","EMPDv2, SMPDSv1"
"Cryptotaenia","Cryptotaenia","Apiaceae","CMPD, SMPDSv1"
"Ctenitis","Ctenitis","Polypodiales","neotoma_south_america_pollen"
"Ctenitis type","Ctenitis","Polypodiales","neotoma_south_america_pollen"
"Cucumis","Cucumis","Cucurbitaceae","EMPDv2, SMPDSv1"
"Cucurbita","Cucurbita","Cucurbitaceae","neotoma_south_america_pollen"
"Cucurbita maxima","Cucurbita","Cucurbitaceae","neotoma_south_america_pollen"
"Cucurbitaceae","Cucurbitaceae","Cucurbitaceae","APD, australia_pollen, CMPD, EMPDv2, Herzschuh, neotoma_north_america_pollen, neotoma_south_america_pollen, neotropics_pollen, Phelps, SMPDSv1"
"Cudrania","Cudrania","Cudrania","australia_pollen"
"Culcita","Culcita","Cyatheaceae","australia_pollen"
"Culcita coniifolia type","Culcita","Cyatheaceae","neotoma_south_america_pollen"
"Culcita type","Culcita","Cyatheaceae","australia_pollen"
"Cunninghamia","Cunninghamia","Cunninghamia","CMPD, SMPDSv1"
"Cunoniaceae","Cunoniaceae","Cunoniaceae","australia_pollen, southern_hemisphere_pollen"
"Cupania","Cupania","Cupania","neotoma_north_america_pollen, neotoma_south_america_pollen, neotropics_pollen"
"Cupania type","Cupania","Cupania","neotoma_south_america_pollen"
"Cupania/Serjania type","Cupania/Serjania","Sapindaceae","neotoma_south_america_pollen"
"Cupaniopsis","Cupaniopsis","Cupaniopsis","australia_pollen"
"Cupaniopsis anacardioides","Cupaniopsis anacardioides","Cupaniopsis","australia_pollen"
"Cuphea","Cuphea","Cuphea","australia_pollen, neotoma_south_america_pollen, neotropics_pollen"
"Cuphea ingrata type","Cuphea ingrata","Cuphea","neotoma_south_america_pollen"
"Cuphea urbaniana type","Cuphea ingrata","Cuphea","neotoma_south_america_pollen"
"Cupressaceae","Cupressaceae","Cupressaceae","APD, australia_pollen, CMPD, EMBSeCBIO, EMPDv2, Herzschuh, IbMPD, japanese_pollen, moroccan_pollen, neotoma_north_america_pollen, neotoma_south_america_pollen, neotropics_pollen, Phelps, SMPDSv1"
"Cupressaceae/Taxaceae","Cupressaceae/Taxaceae","Cupressaceae/Taxaceae","EMPDv2, japanese_pollen, neotoma_north_america_pollen, SMPDSv1"
"Cupressus","Cupressus","Cupressaceae","australia_pollen, CMPD, EMPDv2, Herzschuh, moroccan_pollen, neotoma_north_america_pollen, Phelps, SMPDSv1"
"Cupressus lusitanica","Cupressus lusitanica","Cupressaceae","Phelps"
"Cupressus type","Cupressus","Cupressaceae","APD, EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Cupressus/Juniperus","Cupressaceae","Cupressaceae","CMPD, SMPDSv1"
"Curatella","Curatella","Curatella","neotoma_south_america_pollen"
"Curatella americana","Curatella americana","Curatella","neotoma_south_america_pollen"
"Curatella type","Curatella","Curatella","neotoma_south_america_pollen"
"Cuscuta","Cuscuta","Convolvulaceae","CMPD, EMBSeCBIO, EMPDv2, IbMPD, neotoma_north_america_pollen, neotoma_extra, SMPDSv1"
"Cuscuta europaea type","Cuscuta","Convolvulaceae","EMPDv2"
"Cuscuta europaea type","Cuscuta europaea","Convolvulaceae","SMPDSv1"
"Cuscuta salina","Cuscuta","Convolvulaceae","neotoma_north_america_pollen"
"Cussonia","Cussonia","Cussonia","APD, SMPDSv1"
"Cyanea","Cyanea","Campanulaceae","neotoma_north_america_pollen"
"Cyathea","Cyathea","Cyatheaceae","APD, australia_pollen, neotoma_north_america_pollen, neotoma_south_america_pollen, Phelps, southern_hemisphere_pollen"
"Cyathea conjugata","Cyathea conjugata","Cyatheaceae","neotoma_south_america_pollen"
"Cyathea conjugata type","Cyathea conjugata","Cyatheaceae","neotoma_south_america_pollen"
"Cyathea corcovadensis","Cyathea corcovadensis","Cyatheaceae","neotoma_south_america_pollen"
"Cyathea dealbata type","Cyathea dealbata","Cyatheaceae","australia_pollen"
"Cyathea dealbata/Sphaeropteris medullaris","Cyathea dealbata/Sphaeropteris medullaris","Cyatheaceae","southern_hemisphere_pollen"
"Cyathea delgadii type","Cyathea delgadii","Cyatheaceae","neotoma_south_america_pollen"
"Cyathea frigida type","Cyathea frigida","Cyatheaceae","neotoma_south_america_pollen"
"Cyathea horrida","Cyathea horrida","Cyatheaceae","neotoma_south_america_pollen"
"Cyathea horrida type","Cyathea horrida","Cyatheaceae","neotoma_south_america_pollen"
"Cyathea robertsiana","Cyathea robertsiana","Cyatheaceae","australia_pollen"
"Cyathea type","Cyathea","Cyatheaceae","australia_pollen, neotoma_south_america_pollen, Phelps, southern_hemisphere_pollen"
"Cyathea/Dicksonia","Cyathea/Dicksonia","Cyatheaceae","australia_pollen"
"Cyathea/Dicksonia type","Cyathea/Dicksonia","Cyatheaceae","australia_pollen"
"Cyatheaceae","Cyatheaceae","Cyatheaceae","australia_pollen, neotoma_north_america_pollen, neotoma_south_america_pollen, Phelps, southern_hemisphere_pollen"
"Cyathula","Cyathula","Amaranthaceae","neotoma_south_america_pollen, neotropics_pollen, Phelps"
"Cyathula orthacantha type","Cyathula","Amaranthaceae","APD, SMPDSv1"
"Cybianthus","Cybianthus","Cybianthus","neotoma_south_america_pollen"
"Cybianthus type","Cybianthus","Cybianthus","neotoma_south_america_pollen"
"Cycadaceae","Cycadaceae","Cycadaceae","australia_pollen"
"Cycas","Cycas","Cycas","CMPD, Herzschuh, SMPDSv1"
"Cyclachaena xanthiifolia","Cyclachaena","Asteroideae","neotoma_north_america_pollen"
"Cyclachaena xanthiifolia type","Cyclachaena","Asteroideae","neotoma_north_america_pollen, neotoma_south_america_pollen"
"Cyclamen","Cyclamen","Primulaceae","EMBSeCBIO, EMPDv2, SMPDSv1"
"Cyclamen hederifolium","Cyclamen","Primulaceae","EMPDv2, SMPDSv1"
"Cyclanthaceae","Cyclanthaceae","Cyclanthaceae","neotoma_south_america_pollen"
"Cyclocarya","Cyclocarya","Cyclocarya","CMPD, Herzschuh, SMPDSv1"
"Cyclopeltis type","Cyclopeltis","Polypodiales","neotoma_south_america_pollen"
"Cyclophyllum","Cyclophyllum","Cyclophyllum","neotoma_south_america_pollen"
"Cyclophyllum barbatum","Cyclophyllum barbatum","Cyclophyllum","neotoma_south_america_pollen"
"Cyclophyllum type","Cyclophyllum","Cyclophyllum","australia_pollen"
"Cylindrolobus","Cylindrolobus","Orchidaceae","neotoma_south_america_pollen"
"Cynoctonum","Cynoctonum","Apocynaceae","neotoma_north_america_pollen"
"Cynoglossum creticum","Cynoglossum","Boraginaceae","EMPDv2, SMPDSv1"
"Cynoglossum type","Cynoglossum","Boraginaceae","EMPDv2, SMPDSv1"
"Cynometra type","Cynometra","Cynometra","APD, Phelps"
"Cynomorium","Cynomorium","Cynomorium","EMPDv2, IbMPD, SMPDSv1"
"Cyperaceae","Cyperaceae","Cyperaceae","additional_european_pollen, AMSS, APD, australia_pollen, CMPD, dugerdil_pollen, EMBSeCBIO, EMPDv2, gaillard_pollen, Herzschuh, IbMPD, japanese_pollen, moroccan_pollen, neotoma_north_america_pollen, neotoma_south_america_pollen, neotoma_extra, neotropics_pollen, Phelps, SMPDSv1, southern_hemisphere_pollen, tatiana_pollen"
"Cyperus","Cyperus","Cyperaceae","APD, australia_pollen, CMPD, EMPDv2, neotoma_north_america_pollen, neotoma_south_america_pollen, Phelps, SMPDSv1"
"Cyperus longus type","Cyperus","Cyperaceae","EMPDv2, SMPDSv1"
"Cyperus type","Cyperus","Cyperaceae","additional_european_pollen, australia_pollen, EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Cyphostemma type","Cyphostemma","Cyphostemma","APD, SMPDSv1"
"Cyrilla racemiflora","Cyrilla","Cyrilla","neotoma_north_america_pollen, neotoma_south_america_pollen"
"Cyrtandra","Cyrtandra","Cyrtandra","australia_pollen, neotoma_north_america_pollen"
"Cyrtosperma type","Cyrtosperma","Araceae","neotoma_south_america_pollen"
"Cystopteris","Cystopteris","Polypodiales","australia_pollen, EMPDv2, neotoma_north_america_pollen, neotoma_south_america_pollen, SMPDSv1"
"Cystopteris bulbifera","Cystopteris","Polypodiales","neotoma_north_america_pollen"
"Cystopteris fragilis","Cystopteris","Polypodiales","EMBSeCBIO, EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Cystopteris sudetica","Cystopteris","Polypodiales","tatiana_pollen"
"Cystopteris type","Cystopteris","Polypodiales","EMBSeCBIO, EMPDv2, neotoma_north_america_pollen, neotoma_south_america_pollen, SMPDSv1"
"Cytinaceae","Cytinaceae","Cytinaceae","SMPDSv1"
"Cytinus hypocistis type","Cytinus","Cytinaceae","SMPDSv1"
"Cytisus","Cytisus","Genisteae","EMPDv2, IbMPD, SMPDSv1"
"Cytisus grandiflorus","Cytisus","Genisteae","IbMPD"
"Cytisus scoparius","Cytisus scoparius","Genisteae","EMPDv2, SMPDSv1"
"Cytisus type","Cytisus","Genisteae","EMPDv2, IbMPD, SMPDSv1"
"Cytisus/Echinospartum type","Genisteae","Genisteae","IbMPD"
"Cytisus/Genista","Genisteae","Genisteae","EMPDv2, IbMPD, SMPDSv1"
"Cytisus/Genista type","Genisteae","Genisteae","EMPDv2, IbMPD, SMPDSv1"
"Cytisus/Ulex","Genisteae","Genisteae","SMPDSv1"
"Cytisus/Ulex type","Genisteae","Genisteae","EMPDv2, IbMPD, SMPDSv1"
"Cyttaranthus congolensis","Cyttaranthus","Euphorbiaceae","AMSS"
"Dacrycarpus","Dacrycarpus","Dacrycarpus","australia_pollen, southern_hemisphere_pollen"
"Dacrycarpus dacrydioides","Dacrycarpus dacrydioides","Dacrycarpus","australia_pollen, southern_hemisphere_pollen"
"Dacrydium","Dacrydium","Dacrydium","australia_pollen, CMPD, Herzschuh, neotoma_south_america_pollen, SMPDSv1, southern_hemisphere_pollen"
"Dacrydium cupressinum","Dacrydium cupressinum","Dacrydium","australia_pollen, southern_hemisphere_pollen"
"Dacrydium fonckii","Dacrydium fonckii","Dacrydium","neotoma_south_america_pollen"
"Dacrydium type","Dacrydium","Dacrydium","neotoma_south_america_pollen"
"Dacryodes","Dacryodes","Dacryodes","neotropics_pollen"
"Dacryodes type","Dacryodes","Dacryodes","AMSS, APD, Phelps"
"Dalbergia","Dalbergia","Dalbergia","CMPD, neotoma_north_america_pollen, neotoma_south_america_pollen, neotropics_pollen, SMPDSv1"
"Dalbergia type","Dalbergia","Dalbergia","neotoma_south_america_pollen"
"Dalbergia/Machaerium","Dalbergia/Machaerium","Fabaceae","neotoma_south_america_pollen"
"Dalea","Dalea","Dalea","neotoma_north_america_pollen, neotoma_south_america_pollen"
"Dalea candida","Dalea","Dalea","neotoma_north_america_pollen"
"Dalea candida type","Dalea","Dalea","neotoma_north_america_pollen"
"Dalea purpurea","Dalea","Dalea","neotoma_north_america_pollen"
"Dalea purpurea type","Dalea","Dalea","neotoma_north_america_pollen"
"Dalea type","Dalea","Dalea","neotoma_north_america_pollen, neotoma_south_america_pollen"
"Dalechampia","Dalechampia","Euphorbiaceae","neotoma_south_america_pollen"
"Dalechampia type","Dalechampia","Euphorbiaceae","neotoma_north_america_pollen, neotoma_south_america_pollen"
"Damnacanthus","Damnacanthus","Damnacanthus","CMPD, SMPDSv1"
"Danaea","Danaea","Polypodiales","neotoma_south_america_pollen"
"Daniellia oliveri type","Daniellia oliveri","Daniellia","Phelps"
"Daphne","Daphne","Daphne","CMPD, EMBSeCBIO, EMPDv2, IbMPD, SMPDSv1"
"Daphne gnidium","Daphne gnidium","Daphne","EMPDv2, IbMPD, moroccan_pollen, SMPDSv1"
"Daphne gnidium type","Daphne gnidium","Daphne","EMPDv2, IbMPD, SMPDSv1"
"Daphne type","Daphne","Daphne","EMPDv2, IbMPD, neotoma_south_america_pollen, SMPDSv1"
"Daphniphyllum","Daphniphyllum","Daphniphyllum","australia_pollen, CMPD, SMPDSv1"
"Daphniphyllum type","Daphniphyllum","Daphniphyllum","australia_pollen"
"Daphnopsis","Daphnopsis","Daphnopsis","neotoma_south_america_pollen, neotropics_pollen"
"Daphnopsis americana","Daphnopsis americana","Daphnopsis","neotropics_pollen"
"Daphnopsis fasciculata type","Daphnopsis fasciculata","Daphnopsis","neotoma_south_america_pollen"
"Darlingia","Darlingia","Darlingia","australia_pollen"
"Darwinia micropetala","Darwinia","Darwinia","australia_pollen"
"Dasyphyllum","Dasyphyllum","Dasyphyllum","neotoma_south_america_pollen"
"Datisca","Datisca","Datisca","EMBSeCBIO, EMPDv2, SMPDSv1"
"Datura","Datura","Solanaceae","EMPDv2, SMPDSv1"
"Daucaceae","Daucaceae","Apiaceae","EMPDv2, SMPDSv1"
"Daucus","Daucus","Apiaceae","EMPDv2, SMPDSv1"
"Daucus carota","Daucus","Apiaceae","EMBSeCBIO, EMPDv2, gaillard_pollen, SMPDSv1"
"Daucus carota type","Daucus","Apiaceae","EMPDv2, SMPDSv1"
"Daucus type","Daucus","Apiaceae","EMBSeCBIO, EMPDv2, neotoma_extra, SMPDSv1"
"Davallia","Davallia","Davallia","australia_pollen, EMPDv2, SMPDSv1"
"Davallia type","Davallia","Davallia","APD, australia_pollen"
"Davidia","Davidia","Davidia","CMPD, SMPDSv1"
"Daviesia","Daviesia","Daviesia","australia_pollen"
"Daviesia type","Daviesia","Daviesia","australia_pollen, southern_hemisphere_pollen"
"Davilla","Davilla","Davilla","neotoma_south_america_pollen"
"Debregeasia","Debregeasia","Debregeasia","CMPD, SMPDSv1"
"Decaspermum","Decaspermum","Decaspermum","australia_pollen, CMPD, SMPDSv1"
"Decodon verticillatus","Decodon","Lythraceae","neotoma_north_america_pollen"
"Decodon verticillatus type","Decodon","Lythraceae","neotoma_north_america_pollen"
"Deeringia","Deeringia","Deeringia","australia_pollen"
"Delarbrea","Delarbrea","Delarbrea","australia_pollen"
"Delonix","Delonix","Delonix","APD, SMPDSv1"
"Delphinium","Delphinium","Delphinium","EMPDv2, neotoma_north_america_pollen, SMPDSv1, tatiana_pollen"
"Delphinium ambiguum type","Delphinium","Delphinium","EMPDv2, SMPDSv1"
"Delphinium elatum","Delphinium","Delphinium","EMPDv2, SMPDSv1"
"Delphinium type","Delphinium","Delphinium","EMBSeCBIO, EMPDv2, neotoma_north_america_pollen, SMPDSv1"
